id_transaccion,monto,tipo_transaccion,pais,dispositivo,hora,dias_cuenta_creada,fraude
131,64.83,pago,Peru,POS,9,1885,0
132,30.14,pago,Colombia,movil,2,1704,0
133,15.32,transferencia,Colombia,POS,19,1143,0
134,49.43,transferencia,Mexico,POS,3,1012,0
135,343.57,compra,Chile,web,21,900,0
136,46.85,pago,Chile,web,0,1529,0
137,87.77,retiro,Colombia,movil,0,1104,0
138,145.69,transferencia,Peru,web,17,1647,0
139,54.24,retiro,Colombia,cajero,3,1701,0
140,428.14,compra,Peru,movil,22,894,0
141,393.84,pago,Chile,web,21,957,0
142,34.81,transferencia,Mexico,web,14,219,0
143,82.52,pago,Argentina,movil,22,1541,0
144,42.95,retiro,Chile,cajero,20,1935,0
145,40.23,pago,Peru,movil,21,727,0
146,4.51,compra,Colombia,web,9,1009,0
147,112.86,retiro,Chile,web,16,1731,0
148,83.82,compra,Mexico,movil,21,1490,0
149,6.34,retiro,Peru,cajero,11,1818,0
150,39.2,transferencia,Colombia,cajero,19,518,0
151,286.66,pago,Argentina,POS,11,1915,0
152,32.86,transferencia,Peru,cajero,15,812,0
153,18.78,compra,Colombia,movil,4,502,0
154,80.67,retiro,Argentina,cajero,15,58,0
155,509.28,retiro,Colombia,cajero,16,1361,0
156,33.26,pago,Argentina,POS,22,1534,0
157,133.82,transferencia,Argentina,cajero,14,814,0
158,172.07,retiro,Argentina,POS,12,614,0
159,32.56,pago,Colombia,POS,7,426,0
160,156.33,transferencia,Argentina,cajero,20,1584,0
161,55.02,retiro,Peru,web,1,1394,0
162,120.06,transferencia,Mexico,movil,7,1435,0
163,120.46,pago,Mexico,movil,9,1812,0
164,92.09,pago,Argentina,cajero,6,1990,0
165,11.36,transferencia,Mexico,movil,9,883,0
166,216.44,compra,Mexico,movil,3,1699,0
167,46.42,transferencia,Argentina,POS,10,1868,0
168,24.77,transferencia,Argentina,web,8,432,0
169,5.0,transferencia,Peru,movil,3,1987,0
170,107.25,retiro,Chile,web,2,1220,0
171,135.82,pago,Colombia,movil,10,1401,0
172,2.01,pago,Argentina,web,2,948,0
173,86.12,transferencia,Argentina,web,17,1389,0
174,30.82,transferencia,Mexico,movil,18,1860,0
175,124.33,pago,Peru,POS,13,1668,0
176,22.99,compra,Mexico,web,23,935,0
177,140.91,compra,Argentina,web,10,405,0
178,58.68,transferencia,Argentina,movil,23,492,0
179,331.24,pago,Mexico,web,1,66,0
180,17.75,compra,Argentina,web,1,912,0
181,50.06,pago,Chile,POS,1,391,0
182,14.45,compra,Colombia,web,9,83,0
183,310.34,transferencia,Colombia,POS,22,1003,0
184,251.8,compra,Colombia,web,14,481,0
185,35.8,retiro,Chile,web,21,777,0
186,129.45,compra,Argentina,POS,11,1253,0
187,203.94,retiro,Mexico,POS,10,785,0
188,97.22,pago,Peru,cajero,16,1755,0
189,90.51,compra,Argentina,web,17,1249,1
190,33.23,transferencia,Chile,POS,13,1137,0
191,11.73,pago,Chile,web,16,652,0
192,273.01,retiro,Colombia,web,14,1209,0
193,276.81,retiro,Argentina,web,11,1536,0
194,120.32,compra,Colombia,movil,15,1197,0
195,49.69,transferencia,Peru,cajero,22,1912,0
196,51.55,retiro,Colombia,movil,5,523,0
197,155.34,retiro,Peru,cajero,1,1933,0
198,272.89,transferencia,Chile,web,1,1695,0
199,261.74,pago,Colombia,web,15,205,0
200,181.63,transferencia,Colombia,POS,1,742,0
201,123.28,pago,Mexico,cajero,7,1562,0
202,10.55,compra,Chile,cajero,6,319,0
203,21.16,retiro,Mexico,movil,0,1183,0
204,274.59,retiro,Peru,cajero,3,278,0
205,111.9,compra,Peru,web,10,902,0
206,1.11,pago,Chile,POS,19,148,0
207,12.84,compra,Peru,movil,6,778,0
208,130.7,pago,Chile,POS,17,1107,0
209,0.61,compra,Peru,cajero,3,419,0
210,21.04,transferencia,Argentina,cajero,16,538,0
211,95.48,compra,Colombia,movil,10,1607,0
212,141.28,transferencia,Argentina,cajero,10,1573,0
213,126.65,pago,Chile,POS,19,392,0
214,30.47,retiro,Chile,web,10,1157,0
215,149.45,pago,Argentina,movil,14,940,0
216,32.5,retiro,Colombia,cajero,13,1662,0
217,47.24,pago,Colombia,POS,16,1651,0
218,164.68,retiro,Mexico,web,1,1628,0
219,125.85,transferencia,Peru,cajero,17,242,0
220,227.03,transferencia,Mexico,movil,15,1475,0
221,128.62,transferencia,Colombia,cajero,11,999,0
222,100.81,pago,Argentina,cajero,9,1224,0
223,11.8,transferencia,Peru,cajero,15,1743,0
224,55.01,pago,Argentina,web,2,1141,0
225,36.98,pago,Mexico,web,7,1243,0
226,33.56,transferencia,Chile,cajero,21,1329,0
227,433.48,pago,Argentina,cajero,21,243,0
228,59.93,compra,Mexico,movil,23,1316,0
229,267.13,transferencia,Mexico,cajero,1,976,0
230,119.68,pago,Mexico,POS,21,1818,0
231,190.06,retiro,Chile,POS,0,1325,0
232,83.81,pago,Chile,movil,13,1853,0
233,103.22,retiro,Chile,web,3,684,0
234,81.4,pago,Peru,cajero,3,1412,0
235,26.07,pago,Chile,movil,8,588,0
236,153.81,transferencia,Chile,web,2,1233,0
237,39.55,retiro,Chile,movil,4,1338,0
238,2.95,retiro,Argentina,web,0,617,0
239,124.44,transferencia,Chile,cajero,21,26,0
240,23.39,pago,Peru,movil,18,863,0
241,338.53,compra,Mexico,cajero,0,79,0
242,369.31,pago,Argentina,movil,9,1012,0
243,295.62,pago,Colombia,web,21,128,0
244,55.47,compra,Chile,movil,11,413,0
245,1.87,retiro,Mexico,POS,9,137,0
246,316.26,pago,Mexico,POS,1,1358,0
247,67.07,retiro,Argentina,movil,15,548,0
248,408.1,compra,Colombia,POS,7,388,0
249,397.65,pago,Peru,cajero,13,571,0
250,230.09,pago,Mexico,POS,14,1254,0
251,41.85,pago,Mexico,POS,15,1016,0
252,58.36,compra,Mexico,cajero,10,421,0
253,228.57,retiro,Mexico,cajero,11,1148,0
254,45.74,transferencia,Argentina,web,1,1112,0
255,22.29,compra,Colombia,cajero,3,1873,0
256,97.65,pago,Mexico,movil,2,141,0
257,330.16,transferencia,Peru,POS,8,1940,0
258,142.9,pago,Peru,web,17,1809,0
259,101.29,pago,Chile,cajero,18,51,0
260,12.27,compra,Mexico,POS,6,987,0
261,114.54,transferencia,Mexico,movil,3,1591,0
262,553.27,compra,Mexico,movil,5,929,0
263,18.11,pago,Mexico,web,18,1429,0
264,87.66,transferencia,Mexico,movil,0,1361,0
265,251.83,compra,Peru,POS,15,662,0
266,162.0,pago,Colombia,cajero,10,1689,0
267,143.29,transferencia,Colombia,movil,21,1987,0
268,145.47,pago,Chile,cajero,3,1755,0
269,53.46,compra,Peru,POS,17,1755,0
270,41.71,pago,Mexico,POS,22,366,0
271,198.88,transferencia,Colombia,cajero,4,908,0
272,199.36,transferencia,Argentina,POS,21,1935,0
273,242.15,transferencia,Argentina,web,5,998,0
274,293.35,retiro,Argentina,movil,1,854,0
275,85.93,pago,Mexico,web,11,258,0
276,83.54,transferencia,Mexico,web,21,1412,0
277,192.11,transferencia,Chile,web,8,45,0
278,125.97,pago,Chile,cajero,19,269,0
279,145.27,compra,Chile,cajero,11,1335,0
280,190.63,pago,Argentina,POS,12,672,0
281,264.88,compra,Mexico,cajero,21,1019,0
282,49.5,pago,Argentina,POS,22,1302,0
283,56.51,transferencia,Chile,cajero,16,857,0
284,11.84,compra,Mexico,POS,4,1499,0
285,103.61,pago,Peru,movil,19,1591,0
286,4.39,retiro,Colombia,POS,12,145,0
287,75.19,compra,Colombia,movil,12,1990,0
288,93.88,transferencia,Chile,POS,9,235,0
289,40.52,transferencia,Argentina,cajero,14,691,0
290,107.24,retiro,Peru,cajero,14,720,0
291,3.72,transferencia,Mexico,movil,17,1160,0
292,4.57,transferencia,Argentina,web,17,1469,0
293,207.52,transferencia,Chile,web,1,353,0
294,53.59,transferencia,Argentina,POS,22,1418,0
295,16.31,retiro,Chile,cajero,10,994,0
296,88.64,transferencia,Colombia,web,12,275,0
297,176.36,pago,Colombia,cajero,10,1408,0
298,29.17,retiro,Argentina,cajero,3,910,0
299,117.03,pago,Peru,cajero,14,1347,0
300,10.71,transferencia,Mexico,POS,21,1207,0
301,6.37,retiro,Chile,movil,22,1597,0
302,90.95,transferencia,Mexico,POS,10,440,0
303,93.35,retiro,Colombia,web,17,1087,0
304,121.74,compra,Peru,movil,15,1897,0
305,155.4,pago,Peru,web,9,1751,0
306,446.83,pago,Mexico,movil,11,872,0
307,87.15,pago,Colombia,movil,12,651,0
308,46.8,pago,Mexico,POS,8,943,0
309,190.28,compra,Argentina,cajero,20,1670,0
310,37.9,compra,Peru,cajero,12,34,0
311,69.36,pago,Peru,movil,5,705,0
312,9.8,retiro,Argentina,POS,5,867,0
313,3.08,compra,Colombia,web,10,985,0
314,394.49,compra,Peru,web,18,832,1
315,216.93,pago,Chile,cajero,10,1501,0
316,142.88,pago,Chile,cajero,9,1111,0
317,63.1,transferencia,Colombia,web,22,1234,0
318,22.84,compra,Argentina,web,14,462,0
319,20.41,transferencia,Mexico,POS,12,81,0
320,34.56,pago,Colombia,web,22,322,0
321,95.61,transferencia,Mexico,POS,7,415,0
322,150.46,transferencia,Colombia,cajero,4,1875,0
323,129.53,pago,Chile,web,1,992,0
324,39.41,compra,Argentina,cajero,15,190,0
325,371.77,transferencia,Chile,movil,12,1974,0
326,160.68,pago,Argentina,movil,18,1884,0
327,96.99,transferencia,Mexico,movil,8,1257,0
328,113.52,transferencia,Colombia,web,14,392,0
329,65.28,pago,Peru,cajero,5,1962,0
330,34.16,pago,Peru,web,7,1193,0
331,52.8,transferencia,Argentina,cajero,23,1467,0
332,170.18,pago,Argentina,POS,13,1787,0
333,1.74,transferencia,Chile,web,4,168,0
334,14.81,pago,Peru,movil,16,1255,1
335,5.65,compra,Chile,POS,21,1174,0
336,4.99,compra,Mexico,cajero,6,664,0
337,232.1,pago,Peru,web,8,1574,0
338,145.95,pago,Mexico,cajero,15,1410,0
339,77.13,compra,Colombia,cajero,17,381,0
340,12.35,transferencia,Chile,web,12,1833,0
341,81.18,compra,Argentina,web,17,1299,0
342,76.97,compra,Peru,cajero,9,1641,1
343,22.82,transferencia,Chile,cajero,0,898,1
344,68.27,transferencia,Argentina,POS,20,1884,0
345,61.0,compra,Colombia,movil,17,864,0
346,114.81,pago,Peru,cajero,18,62,0
347,120.97,transferencia,Mexico,movil,1,1491,0
348,5.56,transferencia,Colombia,POS,3,528,0
349,56.33,pago,Argentina,movil,10,862,0
350,117.97,retiro,Peru,movil,2,150,0
351,83.93,retiro,Peru,POS,8,1166,0
352,232.96,compra,Colombia,cajero,9,116,0
353,129.0,transferencia,Peru,movil,1,824,0
354,21.34,pago,Argentina,cajero,6,65,0
355,8.78,pago,Colombia,cajero,14,1453,0
356,123.41,pago,Mexico,web,18,310,0
357,3.22,transferencia,Colombia,cajero,9,706,0
358,105.76,compra,Colombia,cajero,23,854,0
359,338.07,compra,Mexico,movil,19,1454,0
360,102.81,pago,Argentina,cajero,13,1024,0
361,58.96,retiro,Chile,cajero,3,1185,0
362,123.7,transferencia,Chile,web,10,1999,0
363,73.55,pago,Mexico,web,2,306,0
364,94.66,retiro,Argentina,movil,22,1385,0
365,340.58,pago,Peru,movil,16,1302,0
366,58.55,compra,Mexico,web,6,1320,0
367,389.89,retiro,Chile,web,10,1575,0
368,282.91,pago,Argentina,POS,17,873,0
369,26.15,retiro,Colombia,cajero,13,169,0
370,8.63,transferencia,Argentina,movil,13,1483,0
371,12.75,pago,Argentina,movil,5,1604,0
372,2.21,pago,Chile,cajero,8,1031,0
373,11.9,pago,Chile,cajero,21,1621,1
374,137.86,retiro,Peru,movil,2,1735,0
375,8.86,pago,Peru,web,16,1156,0
376,46.1,retiro,Mexico,web,11,588,1
377,223.62,pago,Colombia,cajero,3,762,0
378,2.83,pago,Peru,movil,19,347,0
379,202.14,compra,Chile,cajero,15,955,0
380,39.73,transferencia,Argentina,web,23,1745,0
381,15.09,transferencia,Mexico,POS,9,1620,0
382,143.18,pago,Peru,POS,6,735,0
383,118.97,transferencia,Argentina,web,9,1277,0
384,251.93,transferencia,Argentina,cajero,6,410,0
385,159.4,retiro,Peru,POS,22,543,0
386,195.24,pago,Colombia,web,17,355,0
387,39.76,pago,Colombia,movil,8,713,0
388,23.44,compra,Mexico,cajero,21,1989,0
389,166.65,pago,Colombia,cajero,17,1588,0
390,197.31,compra,Mexico,POS,16,1392,0
391,558.84,transferencia,Chile,cajero,10,584,0
392,63.85,pago,Peru,POS,0,511,0
393,55.83,compra,Argentina,POS,16,533,0
394,179.75,pago,Mexico,web,3,528,0
395,50.01,retiro,Colombia,POS,3,947,0
396,320.42,pago,Mexico,movil,13,1552,0
397,234.58,transferencia,Mexico,cajero,8,1426,0
398,67.24,pago,Colombia,POS,12,1199,0
399,166.77,pago,Colombia,cajero,15,824,0
400,168.56,compra,Peru,POS,0,1948,0
401,13.06,transferencia,Argentina,web,2,1874,0
402,279.41,compra,Peru,movil,18,78,0
403,84.44,compra,Peru,cajero,7,440,0
404,210.16,transferencia,Colombia,web,17,1776,0
405,46.29,pago,Colombia,cajero,5,549,0
406,271.05,compra,Argentina,web,19,1256,0
407,59.16,compra,Mexico,movil,5,400,0
408,1.31,pago,Peru,POS,4,1237,0
409,282.95,pago,Argentina,web,11,1217,0
410,11.49,pago,Peru,cajero,8,1596,0
411,46.16,retiro,Mexico,cajero,8,701,0
412,359.64,transferencia,Peru,web,16,1291,0
413,360.95,retiro,Chile,movil,18,126,0
414,102.24,transferencia,Argentina,movil,16,1739,0
415,119.91,transferencia,Colombia,POS,21,834,0
416,71.4,pago,Peru,POS,15,1406,0
417,41.64,pago,Argentina,cajero,11,544,0
418,47.82,pago,Argentina,cajero,2,502,0
419,133.96,pago,Peru,POS,13,1427,0
420,167.5,pago,Colombia,POS,16,824,0
421,188.18,transferencia,Colombia,POS,21,1285,0
422,187.06,pago,Peru,web,15,387,0
423,11.48,compra,Argentina,POS,20,412,0
424,81.85,pago,Colombia,web,11,1370,0
425,7.11,pago,Peru,web,23,1118,0
426,95.7,pago,Peru,POS,1,328,0
427,69.91,compra,Peru,movil,7,100,0
428,262.39,transferencia,Argentina,movil,11,1821,0
429,51.86,retiro,Colombia,cajero,20,461,0
430,14.94,retiro,Argentina,POS,15,1339,0
431,18.52,retiro,Chile,cajero,7,25,0
432,172.01,transferencia,Colombia,POS,15,1942,0
433,115.55,retiro,Argentina,cajero,9,494,0
434,12.79,transferencia,Colombia,web,19,353,0
435,10.54,pago,Chile,POS,14,869,0
436,144.87,retiro,Mexico,movil,3,1141,0
437,9.07,transferencia,Peru,POS,14,199,0
438,207.02,compra,Argentina,cajero,3,1303,0
439,147.0,transferencia,Chile,cajero,10,1606,0
440,10.18,compra,Chile,cajero,5,847,0
441,10.64,pago,Colombia,cajero,3,1103,0
442,517.86,transferencia,Colombia,cajero,8,1448,0
443,56.26,transferencia,Peru,cajero,8,1378,0
444,55.57,compra,Colombia,movil,2,526,0
445,201.07,transferencia,Argentina,cajero,22,541,0
446,353.06,transferencia,Argentina,movil,4,1680,0
447,512.25,pago,Argentina,POS,14,477,0
448,167.99,retiro,Mexico,web,8,1879,0
449,56.64,pago,Argentina,movil,1,10,0
450,10.46,transferencia,Colombia,POS,2,1583,0
451,180.15,transferencia,Colombia,web,20,1527,0
452,98.08,transferencia,Argentina,movil,11,1284,0
453,66.24,transferencia,Chile,movil,15,524,0
454,284.19,pago,Chile,POS,4,810,0
455,14.15,retiro,Chile,cajero,9,1762,0
456,81.42,transferencia,Peru,movil,14,772,0
457,1.37,pago,Mexico,movil,13,1620,0
458,75.88,pago,Argentina,POS,13,1884,0
459,6.95,compra,Peru,cajero,22,860,0
460,15.18,compra,Chile,web,12,1030,0
461,15.0,compra,Argentina,cajero,15,1934,0
462,125.71,transferencia,Peru,cajero,7,1783,0
463,164.47,transferencia,Colombia,POS,7,1059,0
464,105.07,pago,Chile,cajero,16,175,0
465,392.97,transferencia,Peru,POS,16,442,0
466,56.38,pago,Colombia,web,2,1601,0
467,40.38,retiro,Chile,movil,0,1171,0
468,243.54,compra,Mexico,movil,16,1593,0
469,30.37,compra,Chile,POS,23,1217,0
470,396.34,pago,Mexico,POS,15,1037,0
471,1.47,retiro,Mexico,cajero,16,1928,0
472,420.3,pago,Mexico,cajero,1,1554,0
473,5.29,transferencia,Argentina,movil,13,246,0
474,266.13,retiro,Argentina,movil,6,675,1
475,90.02,transferencia,Mexico,movil,18,1879,0
476,594.82,pago,Colombia,POS,0,114,0
477,9.2,pago,Mexico,web,16,1012,0
478,96.85,retiro,Peru,web,9,794,0
479,418.03,retiro,Mexico,POS,5,233,0
480,88.85,pago,Argentina,cajero,6,1702,0
481,119.12,compra,Argentina,web,5,980,0
482,142.79,transferencia,Peru,cajero,4,1346,0
483,72.74,pago,Peru,movil,1,1562,0
484,118.52,retiro,Chile,movil,17,126,0
485,105.34,retiro,Colombia,cajero,23,1337,0
486,277.71,compra,Colombia,movil,16,511,0
487,5.58,transferencia,Colombia,POS,23,1508,0
488,39.58,retiro,Argentina,cajero,22,281,0
489,360.48,retiro,Colombia,cajero,6,798,0
490,265.16,compra,Chile,cajero,20,978,0
491,72.98,transferencia,Chile,web,18,903,0
492,116.15,retiro,Colombia,cajero,6,1307,0
493,38.98,pago,Peru,cajero,22,651,0
494,25.01,transferencia,Chile,cajero,6,1637,0
495,74.77,pago,Peru,web,15,392,0
496,52.31,pago,Argentina,movil,11,1547,0
497,105.15,pago,Chile,web,14,382,0
498,9.71,compra,Peru,POS,14,216,0
499,439.8,pago,Colombia,cajero,10,542,0
500,514.06,retiro,Argentina,POS,1,606,0
501,143.74,pago,Mexico,web,2,116,0
502,92.17,transferencia,Mexico,movil,18,509,0
503,44.45,transferencia,Colombia,movil,19,1524,0
504,201.71,pago,Argentina,cajero,14,271,0
505,138.52,pago,Argentina,movil,15,1464,0
506,21.3,transferencia,Argentina,web,0,1315,0
507,290.2,pago,Argentina,web,14,1063,0
508,207.48,pago,Mexico,movil,11,1048,0
509,359.01,transferencia,Peru,cajero,6,776,0
510,155.23,pago,Argentina,cajero,6,1067,0
511,114.05,transferencia,Peru,web,10,1194,0
512,65.0,compra,Argentina,movil,19,340,0
513,323.88,compra,Chile,web,10,169,0
514,241.25,retiro,Chile,web,16,1839,0
515,5.55,transferencia,Chile,POS,2,1562,0
516,3.21,retiro,Argentina,web,15,1716,0
517,56.68,compra,Peru,cajero,4,1496,0
518,199.64,retiro,Mexico,movil,1,662,0
519,523.71,transferencia,Colombia,movil,22,1669,0
520,19.56,retiro,Mexico,POS,6,143,0
521,108.21,compra,Argentina,POS,9,1700,0
522,57.54,pago,Chile,cajero,4,1125,0
523,420.45,retiro,Chile,POS,14,575,0
524,221.51,pago,Peru,web,11,1629,0
525,218.66,pago,Argentina,web,9,1743,0
526,75.89,transferencia,Mexico,cajero,21,475,0
527,64.3,retiro,Argentina,movil,16,1969,0
528,38.33,transferencia,Argentina,cajero,19,311,0
529,6.96,pago,Chile,POS,19,1608,0
530,240.05,transferencia,Mexico,movil,10,1084,0
531,201.13,pago,Colombia,movil,7,1977,0
532,980.69,transferencia,Chile,movil,14,1053,0
533,683.38,retiro,Mexico,POS,1,531,0
534,97.28,retiro,Peru,web,16,991,0
535,175.83,transferencia,Chile,web,22,73,0
536,347.54,transferencia,Peru,POS,5,1418,0
537,227.37,transferencia,Chile,POS,20,869,0
538,34.1,compra,Argentina,cajero,12,394,0
539,71.86,pago,Mexico,cajero,7,1782,0
540,16.6,pago,Peru,web,10,481,0
541,369.63,transferencia,Chile,POS,14,473,0
542,111.82,retiro,Peru,cajero,12,313,0
543,31.15,compra,Chile,POS,17,1462,0
544,133.66,compra,Chile,POS,17,952,0
545,115.52,retiro,Colombia,web,16,324,0
546,53.21,transferencia,Colombia,web,21,1013,0
547,14.46,transferencia,Colombia,POS,12,965,0
548,133.61,transferencia,Peru,movil,2,87,0
549,88.15,transferencia,Argentina,movil,20,359,0
550,177.58,transferencia,Chile,POS,23,695,0
551,88.12,transferencia,Mexico,web,6,197,0
552,229.41,pago,Colombia,movil,11,756,0
553,96.33,compra,Peru,web,3,1864,0
554,98.77,retiro,Peru,movil,23,977,0
555,251.13,compra,Peru,POS,10,1409,0
556,62.0,retiro,Mexico,cajero,13,1142,0
557,17.27,transferencia,Mexico,cajero,17,498,0
558,3.5,retiro,Colombia,web,6,908,0
559,168.85,transferencia,Mexico,web,4,931,0
560,116.21,retiro,Colombia,movil,15,1908,0
561,146.12,pago,Mexico,POS,10,462,0
562,28.74,compra,Mexico,movil,21,1520,0
563,17.59,transferencia,Mexico,POS,2,1618,0
564,1.76,transferencia,Colombia,POS,15,970,0
565,51.8,compra,Chile,web,10,1271,0
566,106.97,transferencia,Colombia,cajero,9,1999,0
567,59.76,retiro,Chile,cajero,22,234,0
568,69.04,retiro,Peru,web,22,417,1
569,281.41,compra,Peru,cajero,1,1491,0
570,51.37,compra,Colombia,web,15,1506,0
571,86.58,compra,Chile,movil,16,1389,0
572,183.7,transferencia,Chile,POS,9,153,0
573,60.61,compra,Chile,cajero,17,272,0
574,116.77,retiro,Peru,cajero,11,392,0
575,237.98,retiro,Colombia,movil,7,547,0
576,358.34,transferencia,Argentina,movil,2,725,0
577,19.09,retiro,Chile,cajero,19,1747,0
578,313.4,compra,Chile,cajero,23,1454,0
579,81.3,compra,Argentina,web,2,1675,0
580,35.85,pago,Colombia,web,5,189,0
581,73.75,transferencia,Chile,cajero,1,812,0
